Vitals:
Short Term Values:
,avail,swap,si,so,pr,pb,cpu-us,cpu-sy,cpu-id,cpu-wa,cpu-st,cpu-gu,virt,rss-all,rss-anon,rss-file,rss-shm,swdo,cpu-us,cpu-sy,io-of,io-rd,io-wr,thr,heap-comm,heap-used,meta-comm,meta-used,meta-csc,meta-csu,meta-gctr,code,mlc,jthr-num,jthr-nd,jthr-cr,jthr-st,cldg-num,cldg-anon,cls-num,cls-ld,cls-uld,
2019-09-29 11:18:53,"13762272","0","0","0","1","0","0","0","100","0","0","0","7958128","850796","822748","28048","0","0","0","0","5","7","0","24","40960","11641","578880","120154","82112","8095","964800","7872","0","9","1","0","23588","8211","208","10989","0","0",
2019-09-29 11:18:54,"13762272","0","0","0","1","0","0","0","100","0","0","0","7958128","850796","822748","28048","0","0","0","0","5","7","0","24","40960","11641","578880","120154","82112","8095","964800","7872","0","9","1","0","23588","8211","208","10989","0","0",
2019-09-29 11:18:55,"13762272","0","0","0","1","0","0","0","100","0","0","0","7958128","850796","822748","28048","0","0","0","0","5","7","0","24","40960","11641","578880","120154","82112","8095","964800","7872","0","9","1","0","23588","8211","208","10989","0","0",
2019-09-29 11:18:56,"13762272","0","0","0","1","0","0","0","100","0","0","0","7958128","850796","822748","28048","0","0","0","0","5","7","0","24","40960","11641","578880","120154","82112","8095","964800","7872","0","9","1","0","23588","8211","208","10989","0","0",
2019-09-29 11:18:57,"13762272","0","0","0","1","0","0","0","100","0","0","0","7958128","850796","822748","28048","0","0","0","0","5","7","0","24","40960","11641","578880","120154","82112","8095","964800","7872","0","9","1","0","23588","8211","208","10989","0","0",
2019-09-29 11:18:58,"13762272","0","0","0","1","0","0","0","100","0","0","0","7958128","850796","822748","28048","0","0","0","0","5","7","0","24","40960","11641","578880","120154","82112","8095","964800","7872","0","9","1","0","23588","8211","208","10989","0","0",
2019-09-29 11:18:59,"13762272","0","0","0","1","0","0","0","100","0","0","0","7958128","850796","822748","28048","0","0","0","0","5","7","0","24","40960","11641","578880","120154","82112","8095","964800","7872","0","9","1","0","23588","8211","208","10989","0","0",
2019-09-29 11:19:00,"13762276","0","0","0","1","0","0","0","100","0","0","0","7958128","850796","822748","28048","0","0","0","0","5","7","0","24","40960","11641","578880","120154","82112","8095","964800","7872","0","9","1","0","23588","8211","208","10989","0","0",
2019-09-29 11:19:01,"13762276","0","0","0","1","0","0","0","100","0","0","0","7958128","850796","822748","28048","0","0","0","0","5","7","0","24","40960","11641","578880","120154","82112","8095","964800","7872","0","9","1","0","23588","8211","208","10989","0","0",
2019-09-29 11:19:02,"13762276","0","0","0","1","0","0","0","100","0","0","0","7958128","850796","822748","28048","0","0","0","0","5","7","0","24","40960","11641","578880","120154","82112","8095","964800","7872","0","9","1","0","23588","8211","208","10989","0","0",
2019-09-29 11:19:03,"13762276","0","0","0","2","0","3","0","97","0","0","0","7958128","850796","822748","28048","0","0","3","0","5","7","0","24","40960","23934","578880","144854","82112","9579","964800","7872","0","9","1","0","23588","10170","208","12948","1959","0",
2019-09-29 11:19:04,"13761412","0","0","0","3","0","14","0","86","0","0","0","7958128","852124","824076","28048","0","0","14","0","5","8","0","24","45056","26276","578880","262323","82112","16639","964800","7872","0","9","1","0","23588","19486","208","22264","9316","0",
2019-09-29 11:19:05,"13748520","0","0","0","4","0","16","0","84","0","0","0","7958128","865648","837600","28048","0","0","16","0","5","8","0","24","55296","33525","578880","374571","82112","23384","964800","7872","0","9","1","0","23588","28388","208","31166","8902","0",
2019-09-29 11:19:06,"13730548","0","0","0","2","0","15","0","85","0","0","0","7958128","884024","855976","28048","0","0","15","0","5","7","0","24","103424","46503","578880","487257","82112","30157","964800","7872","0","9","1","0","23588","37325","208","40103","8937","0",
2019-09-29 11:19:07,"13597992","0","0","0","2","0","12","1","87","0","0","0","8031856","1016412","988364","28048","0","0","12","0","5","8","0","24","103424","70889","662080","598536","94016","36845","964800","7872","0","9","1","0","23588","46150","208","48928","8825","0",
