Vitals:
Short Term Values:
,avail,swap,si,so,pr,pb,cpu-us,cpu-sy,cpu-id,cpu-wa,cpu-st,cpu-gu,virt,rss-all,rss-anon,rss-file,rss-shm,swdo,cpu-us,cpu-sy,io-of,io-rd,io-wr,thr,heap-comm,heap-used,meta-comm,meta-used,meta-csc,meta-csu,meta-gctr,code,mlc,jthr-num,jthr-nd,jthr-cr,jthr-st,cldg-num,cldg-anon,cls-num,cls-ld,cls-uld,
2019-09-28 09:13:05,"13836244","0","0","0","1","0","0","0","99","0","0","0","7894648","516880","488592","28288","0","0","0","0","5","7","0","25","34816","10160","383424","406445","31552","27567","771968","14336","0","9","1","0","24612","531","208","34990","0","0",
2019-09-28 09:13:06,"13836244","0","0","0","1","0","0","0","100","0","0","0","7894648","516880","488592","28288","0","0","0","0","5","7","0","25","34816","10160","383424","406445","31552","27567","771968","14336","0","9","1","0","24612","531","208","34990","0","0",
2019-09-28 09:13:07,"13836244","0","0","0","1","0","0","0","100","0","0","0","7894648","516880","488592","28288","0","0","0","0","5","7","0","25","34816","10160","383424","406445","31552","27567","771968","14336","0","9","1","0","24612","531","208","34990","0","0",
2019-09-28 09:13:08,"13836244","0","0","0","1","0","0","0","100","0","0","0","7894648","516880","488592","28288","0","0","0","0","5","7","0","25","34816","10160","383424","406445","31552","27567","771968","14336","0","9","1","0","24612","531","208","34990","0","0",
2019-09-28 09:13:09,"13927244","0","0","0","2","0","2","0","98","0","0","0","7894648","425212","396924","28288","0","0","1","0","5","7","0","25","30720","8698","294912","318058","25152","21184","771968","14336","0","9","1","0","24612","451","208","26990","0","8000",
2019-09-28 09:13:10,"13927388","0","0","0","1","0","0","0","100","0","0","0","7894648","425212","396924","28288","0","0","0","0","5","7","0","25","30720","8698","294912","318058","25152","21184","771968","14336","0","9","1","0","24612","451","208","26990","0","0",
2019-09-28 09:13:11,"13927388","0","0","0","1","0","0","0","100","0","0","0","7894648","425212","396924","28288","0","0","0","0","5","7","0","25","30720","8698","294912","318058","25152","21184","771968","14336","0","9","1","0","24612","451","208","26990","0","0",
2019-09-28 09:13:12,"13927388","0","0","0","1","0","0","0","100","0","0","0","7894648","425212","396924","28288","0","0","0","0","5","7","0","25","30720","8698","294912","318058","25152","21184","771968","14336","0","9","1","0","24612","451","208","26990","0","0",
2019-09-28 09:13:13,"13927388","0","0","0","2","0","0","0","100","0","0","0","7894648","425212","396924","28288","0","0","0","0","5","9","0","25","30720","8698","294912","318059","25152","21184","771968","14336","0","9","1","0","24612","451","208","26990","0","0",
2019-09-28 09:13:14,"13927264","0","0","0","1","0","0","0","100","0","0","0","7894648","425212","396924","28288","0","0","0","0","5","7","0","25","30720","8698","294912","318059","25152","21184","771968","14336","0","9","1","0","24612","451","208","26990","0","0",
2019-09-28 09:13:15,"13927264","0","0","0","1","0","0","0","100","0","0","0","7894648","425212","396924","28288","0","0","0","0","5","7","0","25","30720","8698","294912","318059","25152","21184","771968","14336","0","9","1","0","24612","451","208","26990","0","0",
2019-09-28 09:13:16,"13927264","0","0","0","1","0","0","0","100","0","0","0","7894648","425212","396924","28288","0","0","0","0","5","7","0","25","30720","8698","294912","318059","25152","21184","771968","14336","0","9","1","0","24612","451","208","26990","0","0",
2019-09-28 09:13:17,"14021124","0","0","0","3","0","2","0","103","0","0","0","7886456","330392","302104","28288","0","0","1","0","5","7","0","25","24576","7196","206464","229671","18752","14801","763648","14336","0","9","1","0","24612","371","208","18990","0","8000",
2019-09-28 09:13:18,"14021644","0","0","0","1","0","0","0","100","0","0","0","7886456","330392","302104","28288","0","0","0","0","5","7","0","25","24576","7196","206464","229671","18752","14801","763648","14336","0","9","1","0","24612","371","208","18990","0","0",
2019-09-28 09:13:19,"14021752","0","0","0","1","0","0","0","100","0","0","0","7886456","330392","302104","28288","0","0","0","0","5","7","0","25","24576","7196","206464","229671","18752","14801","763648","14336","0","9","1","0","24612","371","208","18990","0","0",
2019-09-28 09:13:20,"14021752","0","0","0","1","0","0","0","100","0","0","0","7886456","330392","302104","28288","0","0","0","0","5","7","0","25","24576","7196","206464","229671","18752","14801","763648","14336","0","9","1","0","24612","371","208","18990","0","0",
2019-09-28 09:13:21,"14021752","0","0","0","1","0","0","0","100","0","0","0","7886456","330392","302104","28288","0","0","0","0","5","7","0","25","24576","7196","206464","229671","18752","14801","763648","14336","0","9","1","0","24612","371","208","18990","0","0",
2019-09-28 09:13:22,"14021888","0","0","0","1","0","0","0","100","0","0","0","7886456","330392","302104","28288","0","0","0","0","5","7","0","25","24576","7196","206464","229671","18752","14801","763648","14336","0","9","1","0","24612","371","208","18990","0","0",
2019-09-28 09:13:23,"14021888","0","0","0","1","0","0","0","100","0","0","0","7886456","330392","302104","28288","0","0","0","0","5","7","0","25","24576","7196","206464","229671","18752","14801","763648","14336","0","9","1","0","24612","371","208","18990","0","0",
2019-09-28 09:13:24,"14021888","0","0","0","1","0","0","0","100","0","0","0","7886456","330392","302104","28288","0","0","0","0","5","7","0","25","24576","7196","206464","229671","18752","14801","763648","14336","0","9","1","0","24612","371","208","18990","0","0",
2019-09-28 09:13:25,"14114448","0","0","0","5","0","1","0","105","0","0","0","7886456","237696","209408","28288","0","0","1","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","8000",
2019-09-28 09:13:26,"14114764","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","8","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:27,"14114764","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:28,"14114764","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:29,"14114764","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:30,"14114764","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:31,"14113652","0","0","0","1","0","2","0","97","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:32,"14113652","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:33,"14113724","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:34,"14113724","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:35,"14113724","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:36,"14113724","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:37,"14113724","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:38,"14113724","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:39,"14112488","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:40,"14112488","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:41,"14112488","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:42,"14112488","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:43,"14113404","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:44,"14113604","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:45,"14113604","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:46,"14113604","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:47,"14113604","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:48,"14113604","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:49,"14113864","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:50,"14114116","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:51,"14114116","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:52,"14114116","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:53,"14114116","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:54,"14114116","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:55,"14114116","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:56,"14114116","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:57,"14114116","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:58,"14114116","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:13:59,"14114116","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:00,"14114116","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:01,"14114116","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:02,"14114116","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:03,"14114116","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
