Vitals:
Short Term Values:
,avail,swap,si,so,pr,pb,cpu-us,cpu-sy,cpu-id,cpu-wa,cpu-st,cpu-gu,virt,rss-all,rss-anon,rss-file,rss-shm,swdo,cpu-us,cpu-sy,io-of,io-rd,io-wr,thr,heap-comm,heap-used,meta-comm,meta-used,meta-csc,meta-csu,meta-gctr,code,mlc,jthr-num,jthr-nd,jthr-cr,jthr-st,cldg-num,cldg-anon,cls-num,cls-ld,cls-uld,
2019-09-28 09:11:56,"13908196","0","0","0","2","0","13","0","87","0","0","0","7800864","490128","461776","28352","0","0","13","0","5","9","0","25","20480","12762","382132","338451","43724","24803","797300","14336","0","9","1","0","24612","506","208","32438","10885","0",
2019-09-28 09:11:57,"13808624","0","0","0","2","0","14","1","86","0","0","0","7888928","590724","562372","28352","0","0","14","0","5","8","0","25","139264","20455","471220","444770","43724","32449","797300","14400","0","9","1","0","24612","604","208","42282","9844","0",
2019-09-28 09:11:58,"13723076","0","0","0","1","0","11","1","88","0","0","0","7979040","676184","647832","28352","0","0","11","1","5","7","0","25","45056","13172","569908","538842","52044","39214","949848","14400","0","9","1","0","24612","691","208","50990","8708","0",
2019-09-28 09:11:59,"13722460","0","0","0","1","0","0","0","100","0","0","0","7979040","676184","647832","28352","0","0","0","0","5","7","0","25","45056","13172","569908","538842","52044","39214","949848","14400","0","9","1","0","24612","691","208","50990","0","0",
2019-09-28 09:12:00,"13722460","0","0","0","1","0","0","0","100","0","0","0","7979040","676184","647832","28352","0","0","0","0","5","7","0","25","45056","13172","569908","538842","52044","39214","949848","14400","0","9","1","0","24612","691","208","50990","0","0",
2019-09-28 09:12:01,"13722460","0","0","0","1","0","0","0","100","0","0","0","7979040","676184","647832","28352","0","0","0","0","5","7","0","25","45056","13172","569908","538842","52044","39214","949848","14400","0","9","1","0","24612","691","208","50990","0","0",
2019-09-28 09:12:02,"13722468","0","0","0","1","0","0","0","100","0","0","0","7979040","676184","647832","28352","0","0","0","0","5","7","0","25","45056","13172","569908","538842","52044","39214","949848","14400","0","9","1","0","24612","691","208","50990","0","0",
2019-09-28 09:12:03,"13722468","0","0","0","1","0","0","0","100","0","0","0","7979040","676184","647832","28352","0","0","0","0","5","7","0","25","45056","13172","569908","538842","52044","39214","949848","14400","0","9","1","0","24612","691","208","50990","0","0",
2019-09-28 09:12:04,"13722468","0","0","0","1","0","0","0","100","0","0","0","7979040","676184","647832","28352","0","0","0","0","5","7","0","25","45056","13172","569908","538842","52044","39214","949848","14400","0","9","1","0","24612","691","208","50990","0","0",
2019-09-28 09:12:05,"13722468","0","0","0","1","0","0","0","100","0","0","0","7979040","676184","647832","28352","0","0","0","0","5","7","0","25","45056","13172","569908","538842","52044","39214","949848","14400","0","9","1","0","24612","691","208","50990","0","0",
2019-09-28 09:12:06,"13722216","0","0","0","3","0","2","0","98","0","0","0","7979040","676412","648060","28352","0","0","2","0","5","7","0","25","40960","11709","569908","452428","52044","32999","949848","14400","0","9","1","0","24612","611","208","42990","0","8000",
2019-09-28 09:12:07,"13722216","0","0","0","1","0","0","0","100","0","0","0","7979040","676412","648060","28352","0","0","0","0","5","7","0","25","40960","11709","569908","452428","52044","32999","949848","14400","0","9","1","0","24612","611","208","42990","0","0",
2019-09-28 09:12:08,"13722960","0","0","0","1","0","0","0","100","0","0","0","7979040","676412","648060","28352","0","0","0","0","5","7","0","25","40960","11709","569908","452428","52044","32999","949848","14400","0","9","1","0","24612","611","208","42990","0","0",
2019-09-28 09:12:09,"13722972","0","0","0","1","0","0","0","100","0","0","0","7979040","676412","648060","28352","0","0","0","0","5","7","0","25","40960","11709","569908","452428","52044","32999","949848","14400","0","9","1","0","24612","611","208","42990","0","0",
2019-09-28 09:12:10,"13722972","0","0","0","2","0","0","0","99","0","0","0","7979040","676412","648060","28352","0","0","0","0","5","7","0","25","40960","11709","569908","452428","52044","32999","949848","14400","0","9","1","0","24612","611","208","42990","0","0",
2019-09-28 09:12:11,"13722976","0","0","0","1","0","0","0","100","0","0","0","7979040","676412","648060","28352","0","0","0","0","5","7","0","25","40960","11709","569908","452428","52044","32999","949848","14400","0","9","1","0","24612","611","208","42990","0","0",
2019-09-28 09:12:12,"13722976","0","0","0","1","0","0","0","100","0","0","0","7979040","676412","648060","28352","0","0","0","0","5","7","0","25","40960","11709","569908","452428","52044","32999","949848","14400","0","9","1","0","24612","611","208","42990","0","0",
2019-09-28 09:12:13,"13722976","0","0","0","1","0","0","0","100","0","0","0","7979040","676412","648060","28352","0","0","0","0","5","7","0","25","40960","11709","569908","452428","52044","32999","949848","14400","0","9","1","0","24612","611","208","42990","0","0",
2019-09-28 09:12:14,"13722968","0","0","0","3","0","2","0","99","0","0","0","7979040","676388","648036","28352","0","0","1","0","5","7","0","25","37888","9844","569908","366015","52044","26784","949848","14400","0","9","1","0","24612","531","208","34990","0","8000",
2019-09-28 09:12:15,"13722968","0","0","0","1","0","1","0","99","0","0","0","7979040","676364","648012","28352","0","0","0","0","5","7","0","25","34816","10207","569908","366015","52044","26784","949848","14400","0","9","1","0","24612","531","208","34990","0","0",
2019-09-28 09:12:16,"13722980","0","0","0","1","0","0","0","100","0","0","0","7979040","676364","648012","28352","0","0","0","0","5","7","0","25","34816","10207","569908","366015","52044","26784","949848","14400","0","9","1","0","24612","531","208","34990","0","0",
2019-09-28 09:12:17,"13722980","0","0","0","1","0","0","0","100","0","0","0","7979040","676364","648012","28352","0","0","0","0","5","7","0","25","34816","10207","569908","366015","52044","26784","949848","14400","0","9","1","0","24612","531","208","34990","0","0",
2019-09-28 09:12:18,"13722980","0","0","0","1","0","0","0","100","0","0","0","7979040","676364","648012","28352","0","0","0","0","5","7","0","25","34816","10207","569908","366015","52044","26784","949848","14400","0","9","1","0","24612","531","208","34990","0","0",
2019-09-28 09:12:19,"13722980","0","0","0","1","0","0","0","100","0","0","0","7979040","676364","648012","28352","0","0","0","0","5","8","0","25","34816","10207","569908","366015","52044","26784","949848","14400","0","9","1","0","24612","531","208","34990","0","0",
2019-09-28 09:12:20,"13722992","0","0","0","1","0","0","0","100","0","0","0","7979040","676364","648012","28352","0","0","0","0","5","7","0","25","34816","10207","569908","366015","52044","26784","949848","14400","0","9","1","0","24612","531","208","34990","0","0",
2019-09-28 09:12:21,"13722992","0","0","0","1","0","0","0","100","0","0","0","7979040","676364","648012","28352","0","0","0","0","5","7","0","25","34816","10207","569908","366015","52044","26784","949848","14400","0","9","1","0","24612","531","208","34990","0","0",
2019-09-28 09:12:22,"13722992","0","0","0","1","0","0","0","100","0","0","0","7979040","676364","648012","28352","0","0","0","0","5","7","0","25","34816","10207","569908","366015","52044","26784","949848","14400","0","9","1","0","24612","531","208","34990","0","0",
2019-09-28 09:12:23,"13748796","0","0","0","1","0","2","0","98","0","0","0","7952416","650480","622128","28352","0","0","1","0","5","7","0","25","30720","8745","543284","279602","52044","20569","949848","14400","0","9","1","0","24612","451","208","26990","0","8000",
2019-09-28 09:12:24,"13748796","0","0","0","1","0","0","0","100","0","0","0","7952416","650480","622128","28352","0","0","0","0","5","7","0","25","30720","8745","543284","279602","52044","20569","949848","14400","0","9","1","0","24612","451","208","26990","0","0",
2019-09-28 09:12:25,"13748796","0","0","0","1","0","0","0","100","0","0","0","7952416","650480","622128","28352","0","0","0","0","5","7","0","25","30720","8745","543284","279602","52044","20569","949848","14400","0","9","1","0","24612","451","208","26990","0","0",
2019-09-28 09:12:26,"13748788","0","0","0","1","0","0","0","100","0","0","0","7952416","650480","622128","28352","0","0","0","0","5","7","0","25","30720","8745","543284","279602","52044","20569","949848","14400","0","9","1","0","24612","451","208","26990","0","0",
2019-09-28 09:12:27,"13748788","0","0","0","1","0","0","0","100","0","0","0","7952416","650480","622128","28352","0","0","0","0","5","9","0","25","30720","8745","543284","279602","52044","20569","949848","14400","0","9","1","0","24612","451","208","26990","0","0",
2019-09-28 09:12:28,"13748788","0","0","0","1","0","0","0","100","0","0","0","7952416","650480","622128","28352","0","0","0","0","5","7","0","25","30720","8745","543284","279602","52044","20569","949848","14400","0","9","1","0","24612","451","208","26990","0","0",
2019-09-28 09:12:29,"13748788","0","0","0","1","0","0","0","100","0","0","0","7952416","650480","622128","28352","0","0","0","0","5","7","0","25","30720","8745","543284","279602","52044","20569","949848","14400","0","9","1","0","24612","451","208","26990","0","0",
2019-09-28 09:12:30,"13748788","0","0","0","1","0","0","0","100","0","0","0","7952416","650480","622128","28352","0","0","0","0","5","7","0","25","30720","8745","543284","279602","52044","20569","949848","14400","0","9","1","0","24612","451","208","26990","0","0",
2019-09-28 09:12:31,"13772632","0","0","0","1","0","2","0","98","0","0","0","7927840","626720","598368","28352","0","0","1","0","5","9","0","25","24576","7262","518708","193192","52044","14354","949848","14400","0","9","1","0","24612","371","208","18990","0","8000",
2019-09-28 09:12:32,"13772632","0","0","0","1","0","0","0","100","0","0","0","7927840","626720","598368","28352","0","0","0","0","5","7","0","25","24576","7262","518708","193192","52044","14354","949848","14400","0","9","1","0","24612","371","208","18990","0","0",
2019-09-28 09:12:33,"13772632","0","0","0","1","0","0","0","100","0","0","0","7927840","626720","598368","28352","0","0","0","0","5","7","0","25","24576","7262","518708","193192","52044","14354","949848","14400","0","9","1","0","24612","371","208","18990","0","0",
2019-09-28 09:12:34,"13772632","0","0","0","1","0","0","0","100","0","0","0","7927840","626720","598368","28352","0","0","0","0","5","7","0","25","24576","7262","518708","193192","52044","14354","949848","14400","0","9","1","0","24612","371","208","18990","0","0",
2019-09-28 09:12:35,"13772632","0","0","0","1","0","0","0","100","0","0","0","7927840","626720","598368","28352","0","0","0","0","5","7","0","25","24576","7262","518708","193192","52044","14354","949848","14400","0","9","1","0","24612","371","208","18990","0","0",
2019-09-28 09:12:36,"13776980","0","0","0","1","0","1","0","98","0","0","0","7927840","626720","598368","28352","0","0","0","0","5","7","0","25","24576","7262","518708","193192","52044","14354","949848","14400","0","9","1","0","24612","371","208","18990","0","0",
2019-09-28 09:12:37,"13682536","0","0","0","2","0","12","1","87","0","0","0","7927840","626720","598368","28352","0","0","0","0","5","7","0","25","24576","7262","518708","193192","52044","14354","949848","14400","0","9","1","0","24612","371","208","18990","0","0",
2019-09-28 09:12:38,"13694392","0","0","0","2","0","14","3","82","0","0","0","7927840","626720","598368","28352","0","0","0","0","5","7","0","25","24576","7262","518708","193192","52044","14354","949848","14400","0","9","1","0","24612","371","208","18990","0","0",
2019-09-28 09:12:39,"14135628","0","0","0","1","0","12","2","86","0","0","0","7485472","187296","158944","28352","0","0","1","0","5","8","0","25","17408","4333","76620","20366","52044","1924","880404","14400","0","9","1","0","24612","211","208","2990","0","16000",
2019-09-28 09:12:40,"14135628","0","0","0","1","0","0","0","100","0","0","0","7485472","187296","158944","28352","0","0","0","0","5","7","0","25","17408","4333","76620","20366","52044","1924","880404","14400","0","9","1","0","24612","211","208","2990","0","0",
2019-09-28 09:12:41,"14137316","0","0","0","1","0","0","0","100","0","0","0","7485472","187296","158944","28352","0","0","0","0","5","7","0","25","17408","4333","76620","20366","52044","1924","880404","14400","0","9","1","0","24612","211","208","2990","0","0",
2019-09-28 09:12:42,"14137316","0","0","0","1","0","1","0","100","0","0","0","7485472","187296","158944","28352","0","0","0","0","5","7","0","25","17408","4333","76620","20366","52044","1924","880404","14400","0","9","1","0","24612","211","208","2990","0","0",

Mid Term Values:
(no records)

Long Term Values:
(no records)

